mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.79,"11 km SW of Nile, Washington",1662295431540,1662312634060,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61868787,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61868787&format=geojson,,,,,reviewed,0,10,uw,61868787,",uw61868787,",",uw,",",origin,phase-data,",15.0,0.148,0.23,101.0,ml,earthquake,"M 0.8 - 11 km SW of Nile, Washington"
1.6,"86 km SE of King Salmon, Alaska",1662294837038,1662499044100,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcp349j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcp349j&format=geojson,,,,,automatic,0,39,ak,022bcp349j,",av91674486,ak022bcp349j,",",av,ak,",",origin,phase-data,",,,1.04,,ml,earthquake,"M 1.6 - 86 km SE of King Salmon, Alaska"
1.1500000000000001,"1 km ESE of Enetai, Washington",1662294164640,1662312202300,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61868782,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61868782&format=geojson,,,,,reviewed,0,20,uw,61868782,",uw61868782,",",uw,",",origin,phase-data,",43.0,0.03268,0.36,36.0,ml,earthquake,"M 1.2 - 1 km ESE of Enetai, Washington"
1.77,"15 km SSE of Sunnyside, Utah",1662293912920,1662492876020,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513582,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513582&format=geojson,,,,,reviewed,0,48,uu,60513582,",uu60513582,",",uu,",",origin,phase-data,",6.0,0.01846,0.14,197.0,md,earthquake,"M 1.8 - 15 km SSE of Sunnyside, Utah"
0.08,"84 km NW of Karluk, Alaska",1662293700770,1662498667230,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674481&format=geojson,,,,,reviewed,0,0,av,91674481,",av91674481,",",av,",",origin,phase-data,",9.0,,0.09,82.0,ml,earthquake,"M 0.1 - 84 km NW of Karluk, Alaska"
1.7,"10 km NE of Big Pine, California",1662293583055,1662484972395,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846386&format=geojson,,,,,reviewed,0,44,nn,00846386,",nn00846386,",",nn,",",origin,phase-data,",18.0,0.179,0.1249,110.35,ml,earthquake,"M 1.7 - 10 km NE of Big Pine, California"
0.98,"263 km W of Adak, Alaska",1662293523310,1662570991530,,https://earthquake.usgs.gov/earthquakes/eventpage/av91070568,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91070568&format=geojson,,,,,reviewed,0,15,av,91070568,",av91070568,",",av,",",origin,phase-data,",5.0,,0.3,250.0,ml,earthquake,"M 1.0 - 263 km W of Adak, Alaska"
1.92,"7 km NNW of Emery, Utah",1662293035030,1662478391570,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513572,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513572&format=geojson,,,,,reviewed,0,57,uu,60513572,",uu60513572,",",uu,",",origin,phase-data,",14.0,0.0498,0.16,71.0,ml,earthquake,"M 1.9 - 7 km NNW of Emery, Utah"
0.74,"149 km W of Adak, Alaska",1662292729590,1662484762620,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674476&format=geojson,,,,,reviewed,0,8,av,91674476,",av91674476,",",av,",",origin,phase-data,",4.0,,0.08,117.0,ml,earthquake,"M 0.7 - 149 km W of Adak, Alaska"
2.2,"0 km WNW of Guánica, Puerto Rico",1662292241360,1662294214310,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369783&format=geojson,,,,,reviewed,0,74,pr,71369783,",pr71369783,",",pr,",",origin,phase-data,",13.0,,0.09,184.0,md,earthquake,"M 2.2 - 0 km WNW of Guánica, Puerto Rico"
0.8,"31 km SE of Mina, Nevada",1662291871383,1662669414199,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846384&format=geojson,,,,,reviewed,0,10,nn,00846384,",nn00846384,",",nn,",",origin,phase-data,",9.0,0.068,0.1007,134.59,ml,earthquake,"M 0.8 - 31 km SE of Mina, Nevada"
1.4,"18 km ENE of Knik River, Alaska",1662291480001,1662291584405,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcoimu8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcoimu8&format=geojson,,,,,automatic,0,30,ak,022bcoimu8,",ak022bcoimu8,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 1.4 - 18 km ENE of Knik River, Alaska"
1.96,"7 km NNW of Emery, Utah",1662290690680,1662492504060,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513567&format=geojson,,,,,reviewed,0,59,uu,60513567,",uu60513567,",",uu,",",origin,phase-data,",15.0,0.05493,0.13,83.0,ml,earthquake,"M 2.0 - 7 km NNW of Emery, Utah"
0.65,"11km E of Ridgecrest, CA",1662289697200,1662497121733,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37443812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37443812&format=geojson,,,,,reviewed,0,6,ci,37443812,",ci37443812,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1658,0.21,133.0,ml,earthquake,"M 0.7 - 11km E of Ridgecrest, CA"
0.42,"21km S of Trona, CA",1662289686340,1662497271443,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37443820,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37443820&format=geojson,,,,,reviewed,0,3,ci,37443820,",ci37443820,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.05565,0.16,140.0,ml,earthquake,"M 0.4 - 21km S of Trona, CA"
0.48,"11km E of Ridgecrest, CA",1662289668570,1662496910968,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40095959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40095959&format=geojson,,,,,reviewed,0,4,ci,40095959,",ci40095959,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1666,0.13,133.0,ml,earthquake,"M 0.5 - 11km E of Ridgecrest, CA"
1.76,"7 km NW of Emery, Utah",1662288817910,1662491239320,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513562,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513562&format=geojson,,,,,reviewed,0,48,uu,60513562,",uu60513562,",",uu,",",origin,phase-data,",5.0,0.0516,0.05,86.0,md,earthquake,"M 1.8 - 7 km NW of Emery, Utah"
4.5,Mid-Indian Ridge,1662288689907,1663046705040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7dn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7dn&format=geojson,,,,,reviewed,0,312,us,7000i7dn,",us7000i7dn,",",us,",",origin,phase-data,",38.0,7.839,0.43,51.0,mb,earthquake,M 4.5 - Mid-Indian Ridge
1.1,"56 km WNW of Anchor Point, Alaska",1662288351236,1662288452815,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcnyt4g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcnyt4g&format=geojson,,,,,automatic,0,19,ak,022bcnyt4g,",ak022bcnyt4g,",",ak,",",origin,phase-data,",,,0.14,,ml,earthquake,"M 1.1 - 56 km WNW of Anchor Point, Alaska"
2.1,"40 km N of Chase, Alaska",1662288342720,1662289461040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcnysj5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcnysj5&format=geojson,,,,,automatic,0,68,ak,022bcnysj5,",us7000i53y,ak022bcnysj5,",",us,ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 2.1 - 40 km N of Chase, Alaska"
2.94,"11km E of Ridgecrest, CA",1662288327810,1662496780152,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40095951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40095951&format=geojson,6.0,2.2,,,reviewed,0,134,ci,40095951,",ci40095951,us7000i53x,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.08613,0.12,66.0,ml,earthquake,"M 2.9 - 11km E of Ridgecrest, CA"
1.5,"6 km ENE of Coleville, California",1662288169379,1662668486214,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846376&format=geojson,,,,,reviewed,0,35,nn,00846376,",nn00846376,",",nn,",",origin,phase-data,",11.0,0.068,0.0776,87.17,ml,earthquake,"M 1.5 - 6 km ENE of Coleville, California"
0.73,,1662287973590,1662588110460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73130877,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73130877&format=geojson,,,,,reviewed,0,8,hv,73130877,",hv73130877,",",hv,",",origin,phase-data,",7.0,,0.17,132.0,md,earthquake,M 0.7 - 
1.7,"34 km ENE of Pedro Bay, Alaska",1662287715642,1662287879508,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcnwlak,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcnwlak&format=geojson,,,,,automatic,0,44,ak,022bcnwlak,",ak022bcnwlak,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.7 - 34 km ENE of Pedro Bay, Alaska"
2.0,"54 km S of Whites City, New Mexico",1662287605316,1662864008484,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022rigr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022rigr&format=geojson,,,,,reviewed,0,62,tx,2022rigr,",tx2022rigr,",",tx,",",origin,phase-data,",38.0,0.03567320233,0.2,44.0,ml,earthquake,"M 2.0 - 54 km S of Whites City, New Mexico"
1.87,"33 km SSE of False Pass, Alaska",1662287534060,1662484328290,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674441&format=geojson,,,,,reviewed,0,54,av,91674441,",av91674441,",",av,",",origin,phase-data,",13.0,,0.24,211.0,ml,earthquake,"M 1.9 - 33 km SSE of False Pass, Alaska"
2.07,Utah,1662287340340,1662491144220,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513557,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513557&format=geojson,,,,,reviewed,0,66,uu,60513557,",uu60513557,",",uu,",",origin,phase-data,",14.0,0.05599,0.17,78.0,ml,earthquake,M 2.1 - Utah
4.0,"77 km WSW of Pelabuhanratu, Indonesia",1662287297829,1663045757040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7dm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7dm&format=geojson,,,,,reviewed,0,246,us,7000i7dm,",us7000i7dm,",",us,",",origin,phase-data,",25.0,3.091,0.64,127.0,mb,earthquake,"M 4.0 - 77 km WSW of Pelabuhanratu, Indonesia"
-0.08,"80 km NNW of Karluk, Alaska",1662287016660,1662498325690,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674436&format=geojson,,,,,reviewed,0,0,av,91674436,",av91674436,",",av,",",origin,phase-data,",5.0,,0.09,209.0,ml,earthquake,"M -0.1 - 80 km NNW of Karluk, Alaska"
0.82,"6km NW of The Geysers, CA",1662286781920,1662293652391,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73775310,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73775310&format=geojson,,,,,automatic,0,10,nc,73775310,",nc73775310,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.008364,0.02,67.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
2.68,Puerto Rico region,1662286557060,1662294279330,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369778,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369778&format=geojson,,,,,reviewed,0,110,pr,71369778,",pr71369778,",",pr,",",origin,phase-data,",6.0,,0.54,192.0,md,earthquake,M 2.7 - Puerto Rico region
0.92,"7km WNW of Cobb, CA",1662286271300,1662287113763,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73775300,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73775300&format=geojson,,,,,automatic,0,13,nc,73775300,",nc73775300,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.007669,0.02,70.0,md,earthquake,"M 0.9 - 7km WNW of Cobb, CA"
1.18,"20km SE of Bodie, CA",1662286215040,1662667908161,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73775305,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73775305&format=geojson,,,,,reviewed,0,21,nc,73775305,",nc73775305,nn00846373,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.1601,0.05,107.0,md,earthquake,"M 1.2 - 20km SE of Bodie, CA"
3.94,"7 km E of Guaymate, Dominican Republic",1662285826330,1662292427285,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022247001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022247001&format=geojson,,,,,reviewed,0,239,pr,2022247001,",pr2022247001,",",pr,",",origin,phase-data,",21.0,0.5267,0.44,104.0,md,earthquake,"M 3.9 - 7 km E of Guaymate, Dominican Republic"
0.8,"4 km W of Walker, California",1662285762619,1662671660924,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846372&format=geojson,,,,,reviewed,0,10,nn,00846372,",nn00846372,",",nn,",",origin,phase-data,",8.0,0.069,0.0942,254.43,ml,earthquake,"M 0.8 - 4 km W of Walker, California"
1.84000003,"4 km SSW of P?hala, Hawaii",1662285309450,1662285502970,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73130867,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73130867&format=geojson,,,,,automatic,0,52,hv,73130867,",hv73130867,",",hv,",",origin,phase-data,",36.0,,0.129999995,121.0,md,earthquake,"M 1.8 - 4 km SSW of P?hala, Hawaii"
1.2,"14 km N of Skwentna, Alaska",1662285184932,1662285277827,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcnezr1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcnezr1&format=geojson,,,,,automatic,0,22,ak,022bcnezr1,",ak022bcnezr1,",",ak,",",origin,phase-data,",,,0.14,,ml,earthquake,"M 1.2 - 14 km N of Skwentna, Alaska"
2.8,"4 km SSW of P?hala, Hawaii",1662285137020,1662675684620,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73130862,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73130862&format=geojson,,,,,reviewed,0,121,hv,73130862,",us7000i53g,hv73130862,",",us,hv,",",origin,phase-data,",49.0,,0.12,111.0,ml,earthquake,"M 2.8 - 4 km SSW of P?hala, Hawaii"
0.26,"15 km NNE of Ashford, Washington",1662284997630,1662310806890,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61868777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61868777&format=geojson,,,,,reviewed,0,1,uw,61868777,",uw61868777,",",uw,",",origin,phase-data,",14.0,0.01755,0.12,79.0,ml,earthquake,"M 0.3 - 15 km NNE of Ashford, Washington"
1.6,"6 km WNW of Four Mile Road, Alaska",1662284785428,1662284948382,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcndjbi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcndjbi&format=geojson,,,,,automatic,0,39,ak,022bcndjbi,",ak022bcndjbi,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.6 - 6 km WNW of Four Mile Road, Alaska"
0.76,"81 km NNW of Karluk, Alaska",1662284686400,1662497562730,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674421,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674421&format=geojson,,,,,reviewed,0,9,av,91674421,",av91674421,",",av,",",origin,phase-data,",13.0,,0.12,153.0,ml,earthquake,"M 0.8 - 81 km NNW of Karluk, Alaska"
0.4,"29 km SSE of Mina, Nevada",1662284644961,1662675921565,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846371&format=geojson,,,,,reviewed,0,2,nn,00846371,",nn00846371,",",nn,",",origin,phase-data,",10.0,0.016,0.1729,127.57,ml,earthquake,"M 0.4 - 29 km SSE of Mina, Nevada"
6.9,central Mid-Atlantic Ridge,1662284538219,1663163117265,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i53f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i53f&format=geojson,1.0,1.0,0.0,green,reviewed,1,733,us,7000i53f,",us7000i53f,at00rhoiym,pt22247000,at00rhoat4,usauto7000i53f,",",us,at,pt,at,usauto,",",associate,dyfi,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",107.0,10.102,0.51,37.0,mww,earthquake,M 6.9 - central Mid-Atlantic Ridge
0.92,"7km WSW of Morongo Valley, CA",1662284134920,1662496317660,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40095847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40095847&format=geojson,,,,,reviewed,0,13,ci,40095847,",ci40095847,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",51.0,0.01164,0.15,35.0,ml,earthquake,"M 0.9 - 7km WSW of Morongo Valley, CA"
1.51,"7 km NNW of Emery, Utah",1662283785700,1662490895200,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513547,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513547&format=geojson,,,,,reviewed,0,35,uu,60513547,",uu60513547,",",uu,",",origin,phase-data,",5.0,0.05309,0.03,84.0,md,earthquake,"M 1.5 - 7 km NNW of Emery, Utah"
1.58,"9km NNW of Avila Beach, CA",1662283644870,1662313090330,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73775295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73775295&format=geojson,,,,,reviewed,0,38,nc,73775295,",nc73775295,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.08426,0.08,154.0,md,earthquake,"M 1.6 - 9km NNW of Avila Beach, CA"
0.8,"9km SE of Valle Vista, CA",1662282194350,1662490484269,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40095839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40095839&format=geojson,1.0,1.0,,,reviewed,0,10,ci,40095839,",ci40095839,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",42.0,0.07751,0.15,47.0,ml,earthquake,"M 0.8 - 9km SE of Valle Vista, CA"
5.1,"116 km SSW of Pagar Alam, Indonesia",1662281534438,1662282687040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i531&format=geojson,,,,,reviewed,0,400,us,7000i531,",us7000i531,",",us,",",origin,phase-data,",77.0,0.662,0.87,79.0,mb,earthquake,"M 5.1 - 116 km SSW of Pagar Alam, Indonesia"
1.5,"66 km ENE of Pedro Bay, Alaska",1662281482211,1662281667042,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcmt60v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcmt60v&format=geojson,,,,,automatic,0,35,ak,022bcmt60v,",ak022bcmt60v,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.5 - 66 km ENE of Pedro Bay, Alaska"
1.0,"75 km ENE of Port Alsworth, Alaska",1662280904777,1662281020367,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcmr2ml,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcmr2ml&format=geojson,,,,,automatic,0,15,ak,022bcmr2ml,",ak022bcmr2ml,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.0 - 75 km ENE of Port Alsworth, Alaska"
2.02,"4 km WSW of Guánica, Puerto Rico",1662279948010,1662281964090,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369763,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369763&format=geojson,,,,,reviewed,0,63,pr,71369763,",pr71369763,",",pr,",",origin,phase-data,",9.0,,0.07,214.0,md,earthquake,"M 2.0 - 4 km WSW of Guánica, Puerto Rico"
1.23,"7 km NNW of Emery, Utah",1662279521390,1662490799970,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513542,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513542&format=geojson,,,,,reviewed,0,23,uu,60513542,",uu60513542,",",uu,",",origin,phase-data,",6.0,0.05152,0.14,85.0,ml,earthquake,"M 1.2 - 7 km NNW of Emery, Utah"
1.6,"4 km N of Badger, Alaska",1662279379222,1662279495513,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bcmlnqf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bcmlnqf&format=geojson,,,,,automatic,0,39,ak,022bcmlnqf,",ak022bcmlnqf,",",ak,",",origin,phase-data,",,,1.05,,ml,earthquake,"M 1.6 - 4 km N of Badger, Alaska"
0.43,"67 km WSW of Salamatof, Alaska",1662279080770,1662503424980,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674391&format=geojson,,,,,reviewed,0,3,av,91674391,",av91674391,",",av,",",origin,phase-data,",4.0,,0.11,331.0,ml,earthquake,"M 0.4 - 67 km WSW of Salamatof, Alaska"
2.15,"3 km SSW of Indios, Puerto Rico",1662278756730,1662280413090,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369758,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369758&format=geojson,,,,,reviewed,0,71,pr,71369758,",pr71369758,",",pr,",",origin,phase-data,",12.0,,0.12,174.0,md,earthquake,"M 2.2 - 3 km SSW of Indios, Puerto Rico"
0.09,Alaska Peninsula,1662278214700,1662497057880,,https://earthquake.usgs.gov/earthquakes/eventpage/av91674386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91674386&format=geojson,,,,,reviewed,0,0,av,91674386,",av91674386,",",av,",",origin,phase-data,",12.0,,0.14,68.0,ml,earthquake,M 0.1 - Alaska Peninsula
1.94,"3km ESE of Valle Vista, CA",1662277763620,1662472870040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40095831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40095831&format=geojson,1.0,1.0,,,reviewed,0,58,ci,40095831,",ci40095831,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.0683,0.21,23.0,ml,earthquake,"M 1.9 - 3km ESE of Valle Vista, CA"
